affiliated_committee_name,candidate_ids,committee_id,committee_type,committee_type_full,cycles,designation,designation_full,filing_frequency,first_f1_date,first_file_date,last_f1_date,last_file_date,name,organization_type,organization_type_full,party,party_full,sponsor_candidate_ids,sponsor_candidate_list,state,treasurer_name
NONE,[],C00655589,N,PAC - Nonqualified,[2018],J,Joint fundraising committee,T,2017-09-15,2017-09-15,2017-09-15,2018-06-28,2018 REPUBLICAN CHALLENGERS FUND (2018 RCF),,,,,,[],VA,TIMOTHY A. KOCH
NONE,[],C00669317,N,PAC - Nonqualified,[2018],J,Joint fundraising committee,T,2018-02-09,2018-02-09,2018-02-09,2018-09-18,2018 REPUBLICAN CHALLENGERS FUND II,,,,,,[],VA,"KOCH, TIMOTHY A"
,"['S2IN00091', 'S8FL00166', 'S8NV00156', 'S8TX00285']",C00660639,S,Senate,[2018],J,Joint fundraising committee,T,2017-11-14,2017-11-14,2018-08-14,2018-12-21,2018 SENATE IMPACT,,,,,,[],DC,JUDITH ZAMORE
NONE,"['S2TX00312', 'S8PA00320']",C00676676,S,Senate,[2018],J,Joint fundraising committee,T,2018-04-13,2018-04-13,2018-04-13,2018-10-12,2018 SENATORS CLASSIC COMMITTEE,,,,,,[],VA,"DAVIS, KEITH A"
NONE,[],C00685578,N,PAC - Nonqualified,"[2018, 2020]",J,Joint fundraising committee,A,2018-08-17,2018-08-17,2018-08-17,2019-11-15,2018 TEXAS COUNTY JOINT FUNDRAISING COMMITTEE,,,,,,[],TX,"STAFFORD, J M"
NONE,[],C00675223,N,PAC - Nonqualified,[2018],J,Joint fundraising committee,T,2018-04-03,2018-04-03,2018-04-03,2018-08-30,2018 TILLIS SENATE CANDIDATE FUND,,,,,,[],GA,"KILGORE, PAUL"
NONE,[],C00686121,N,PAC - Nonqualified,"[2018, 2020]",J,Joint fundraising committee,T,2018-08-24,2018-08-24,2020-07-15,2020-07-23,2018 UTAH VICTORY FUND,,,,,,[],UT,"SRIVASTAVA, SHEILA"
NONE,"['S0SC00149', 'S2KY00012', 'S2MT00096', 'S2TX00106', 'S4AK00214', 'S4CO00395', 'S4LA00107', 'S4NC00162', 'S4NE00090', 'S4OK00083', 'S4SD00049', 'S4WV00159', 'S6WY00126', 'S8AZ00221', 'S8ID00092', 'S8MS00261']",C00701243,S,Senate,[2020],J,Joint fundraising committee,T,2019-04-03,2019-04-03,2019-05-07,2019-10-15,2019 SENATORS CLASSIC COMMITTEE,,,,,,[],VA,"DAVIS, KEITH A."
,[],C90010794,I,Independent expenditure filer (not a committee),"[2008, 2010, 2012, 2014, 2016, 2018]",U,Unauthorized,A,,2008-10-22,,2009-02-02,2020 ACTION FUND INC,,,,,,[],MA,
NONE,[],C00632430,O,Super PAC (Independent Expenditure-Only),[2018],U,Unauthorized,A,2017-02-06,2017-02-06,2017-02-06,2018-04-06,2020 AMERICAN VISION,,,,,,[],NY,BRIAN COOK
NONE,[],C00638197,N,PAC - Nonqualified,"[2018, 2020]",J,Joint fundraising committee,T,2017-04-21,2017-04-21,2017-04-21,2019-04-18,2020 COMMITTEE,,,,,,[],DC,"ZAMORE, JUDITH"
NONE,['H0MI02219'],C00720086,H,House,[2020],P,Principal campaign committee,T,2019-09-19,2019-09-19,2019-09-19,2020-11-24,2020CREVIERE.COM,,,GRE,GREEN PARTY,,[],MI,"TANIS, TRACY JANELL"
DNC SERVICES CORP./DEM. NAT'L COMMITTEE,[],C00711069,X,Party - Nonqualified,"[2020, 2022]",U,Unauthorized,T,2019-07-03,2019-07-03,2020-08-09,2022-06-07,2020 DEMOCRATIC NATIONAL CONVENTION COMMITTEE,,,DEM,DEMOCRATIC PARTY,,[],DC,"SMOLSKIS, JOSEPH W"
,[],C00613034,P,Presidential,[2016],,,T,2016-03-28,2016-03-28,2016-09-12,2016-09-20,2020 DRAFT GAVIN NEWSOM FOR PRESIDENT COMMITTEE PAC OPEN PRIMARY BALLOT FUNDAMENTAL REFORM,,,,,,[],OR,JOHN WHEELING
NONE,[],C00731752,N,PAC - Nonqualified,"[2020, 2022]",J,Joint fundraising committee,T,2019-12-19,2019-12-19,2020-03-03,2021-04-22,2020 FOURTH DISTRICT VICTORY FUND,,,,,,[],UT,"SRIVASTAVA, SHEILA"
NONE,[],C00710988,N,PAC - Nonqualified,"[2020, 2022]",U,Unauthorized,T,2019-07-02,2019-07-02,2019-11-25,2021-03-02,2020 GOLDEN STATE DELEGATION - FEDERAL,,,,,,[],CA,"TITUS, ASHLEE N."
,[],C00755330,X,Party - Nonqualified,"[2020, 2022, 2024]",U,Unauthorized,T,2020-07-29,2020-07-29,2020-07-29,2023-03-01,"2020 JACKSONVILLE HOST COMMITTEE, INC.",,,REP,REPUBLICAN PARTY,,[],FL,NANCY H WATKINS
NONE,[],C00660159,O,Super PAC (Independent Expenditure-Only),"[2018, 2020]",U,Unauthorized,T,2017-11-08,2017-11-08,2018-12-13,2019-03-05,2020PAC,,,,,,[],GA,GREG MOSING
NONE,[],C00693408,P,Presidential,"[2020, 2022, 2024]",P,Principal campaign committee,Q,2019-01-03,2019-01-03,2019-01-03,2019-02-28,2020 PAC,,,LIB,LIBERTARIAN PARTY,,[],MD,"AMDEWORK, D"
NONE,['P00007740'],C00679969,P,Presidential,"[2018, 2020, 2022, 2024]",A,Authorized by a candidate,A,2018-05-31,2018-05-31,2018-05-31,2023-06-15,2020 PRESIDENTIAL CAMPAIGN COMMITTEE FOR RAMONA MAYON,,,W,WRITE-IN,,[],CA,"MAYON, GREG ADAM"
NONE,['P00009589'],C00695015,P,Presidential,"[2020, 2022, 2024]",P,Principal campaign committee,A,2019-01-28,2019-01-28,2019-01-28,2023-06-15,2020 PRESIDENTIAL CANDIDATE COMMITTEE,,,REP,REPUBLICAN PARTY,,[],NY,"TATE, ALEXANDRIA"
NONE,['P00009589'],C00695023,X,Party - Nonqualified,[2020],U,Unauthorized,A,2019-01-28,2019-01-28,2019-04-26,2020-07-15,2020 PRESIDENTIAL COMMITTEE ALEXANDRIA TATE,,,DEM,DEMOCRATIC PARTY,,[],NY,"TATE, ALEXANDRIA"
NONE,[],C00722249,N,PAC - Nonqualified,[2020],J,Joint fundraising committee,T,2019-10-08,2019-10-08,2019-10-29,2020-09-21,2020 SENATE BATTLEGROUND COMMITTEE,,,,,,[],GA,"KILGORE, PAUL"
NONE,[],C00704569,S,Senate,[2020],J,Joint fundraising committee,T,2019-04-30,2019-04-30,2020-06-04,2020-11-27,2020 SENATE IMPACT,,,,,,[],DC,"ZAMORE, JUDITH"
NONE,[],C00737643,S,Senate,[2020],J,Joint fundraising committee,T,2020-02-04,2020-02-04,2020-07-07,2020-11-27,2020 SENATE VICTORY FUND,,,,,,[],DC,"ZAMORE, JUDITH"
,['P40002446'],C00586388,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-09-09,2015-09-09,2015-09-09,2018-04-27,2020 VISION FOR AMERICA,,,,,,[],NY,GRADY D MOLLENHOUR JR
NONE,[],C00719955,O,Super PAC (Independent Expenditure-Only),"[2020, 2022]",U,Unauthorized,A,2019-09-18,2019-09-18,2019-09-20,2021-02-01,2020 VISION FOR THE 2020 SENATE,,,,,,[],WA,"GUNTER, JOHN GUNTER"
2020 VISION FOR THE 2020 SENATE,['P00013664'],C00720144,P,Presidential,"[2020, 2022, 2024]",P,Principal campaign committee,A,2019-09-20,2019-09-20,2019-09-20,2023-06-15,2020 VISION: JOHN GUNTER FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,,[],WA,"GUNTER, JOHN GUNTER"
NONE,[],C00757062,N,PAC - Nonqualified,[2020],U,Unauthorized,T,2020-09-01,2020-09-01,2020-09-01,2020-10-20,20/20 VISION PAC,,,,,,[],IA,"JONES, HEATHER MS"
,['P80002785'],C00341685,P,Presidential,"[1998, 2000]",P,Principal campaign committee,T,1998-11-23,1998-11-23,2000-03-06,2000-06-26,2020 VISION-THE COMMITTEE FOR BRIAN ANDERSON,,,IND,INDEPENDENT,,[],MI,BRIAN WAYNE ANDERSON
NONE,[],C00775379,N,PAC - Nonqualified,[2022],J,Joint fundraising committee,T,2021-04-02,2021-04-02,2021-04-02,2021-10-14,2021 SENATORS CLASSIC COMMITTEE,,,,,,[],VA,"DAVIS, KEITH A."
NONE,[],C00822999,N,PAC - Nonqualified,"[2022, 2024]",J,Joint fundraising committee,T,2022-08-16,2022-08-16,2022-08-16,2023-02-13,2022 FOUNDERS COMMITTEE,,,,,,[],TX,"WILLIAMSON, LES"
NONE,[],C00828129,N,PAC - Nonqualified,"[2022, 2024]",J,Joint fundraising committee,T,2022-11-09,2022-11-09,2022-11-15,2023-01-20,2022 GEORGIA VICTORY COMMITTEE,,,,,,[],GA,"PURPURA, SALVATORE MR."
NONE,[],C00788109,N,PAC - Nonqualified,[2022],J,Joint fundraising committee,T,2021-08-27,2021-08-27,2021-08-27,2022-12-06,2022 PHASE 1 PATRIOT DAY JFC,,,,,,[],VA,"DAVIS, KEITH A."
NONE,[],C00819029,N,PAC - Nonqualified,[2022],J,Joint fundraising committee,T,2022-06-23,2022-06-23,2022-06-23,2022-12-13,2022 PHASE 2 PATRIOT DAY JFC,,,,,,[],VA,"DAVIS, KEITH A."
NONE,[],C00812412,S,Senate,[2022],J,Joint fundraising committee,T,2022-04-12,2022-04-12,2022-04-12,2022-10-27,2022 SENATORS CLASSIC COMMITTEE,,,,,,[],VA,"DAVIS, KEITH A."
NONE,[],C00825752,N,PAC - Nonqualified,"[2022, 2024]",J,Joint fundraising committee,Q,2022-09-22,2022-09-22,2023-02-20,2024-08-02,2022 VICTORY COMMITTEE,,,,,,[],NY,"OLSON, ANDREW"
NONE,[],C00837070,S,Senate,[2024],J,Joint fundraising committee,T,2023-04-06,2023-04-06,2023-04-06,2023-10-27,2023 SENATORS CLASSIC COMMITTEE,,,,,,[],VA,"DAVIS, KEITH A."
NONE,[],C00880740,N,PAC - Nonqualified,[2024],J,Joint fundraising committee,Q,2024-06-11,2024-06-11,2024-06-11,2024-07-15,2024 COPPER STATE VICTORY,,,,,,[],AZ,"MONTOYA, DACEY"
TEAM STAND FOR AMERICA,[],C00870279,U,Single Candidate Independent Expenditure,[2024],U,Unauthorized,Q,2024-02-19,2024-02-19,2024-02-19,2024-07-07,2024 DELEGATE COMMITTEE,,,,,,[],TX,"WILLIAMSON, LES"
DNC SERVICES CORP / DEMOCRATIC NATIONAL COMMITTEE,[],C00827022,X,Party - Nonqualified,"[2022, 2024]",U,Unauthorized,M,2022-10-14,2022-10-14,2022-10-14,2024-08-20,2024 DEMOCRATIC NATIONAL CONVENTION COMMITTEE,,,DEM,DEMOCRATIC PARTY,,[],DC,"STAUFFER, PATRICK"
DSCC,[],C00879585,N,PAC - Nonqualified,[2024],J,Joint fundraising committee,Q,2024-05-23,2024-05-23,2024-05-23,2024-07-29,2024 DEM SENATE VICTORY: AZ + MT + PA + DSCC,,,,,,[],DC,"CLARY, EVAN"
NONE,[],C00884379,N,PAC - Nonqualified,[2024],J,Joint fundraising committee,Q,2024-07-24,2024-07-24,2024-07-24,2024-07-24,2024 DEM SENATE VICTORY: MD + PA + DSCC,,,,,,[],DC,"CLARY, EVAN"
,[],C00848804,N,PAC - Nonqualified,[2024],U,Unauthorized,Q,2023-08-22,2023-08-22,2023-09-08,2024-07-12,2024 GOLDEN STATE DELEGATION - FEDERAL,,,,,,[],CA,"TITUS, ASHLEE N."
NONE,[],C00875203,N,PAC - Nonqualified,[2024],J,Joint fundraising committee,Q,2024-04-04,2024-04-04,2024-05-20,2024-08-26,2024 GREEN SENATE,,,,,,[],DC,"CLARY, EVAN"
NONE,['P00013706'],C00823245,P,Presidential,"[2022, 2024]",P,Principal campaign committee,T,2022-08-19,2022-08-19,2022-08-19,2023-05-01,2024 JEROME SEGAL FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,,[],MD,"ROSENTHAL, JUDITH FRAN"
NONE,[],C00853796,N,PAC - Nonqualified,[2024],J,Joint fundraising committee,Q,2023-10-17,2023-10-17,2023-10-17,2024-07-15,2024 MILLER VICTORY FUND,,,,,,[],GA,"KILGORE, PAUL"
NONE,[],C00857169,O,Super PAC (Independent Expenditure-Only),[2024],U,Unauthorized,Q,2023-11-17,2023-11-17,2023-11-17,2024-07-03,2024 PAC,,,,,,[],WI,"DATWYLER, THOMAS"
NONE,['P00007740'],C00762146,P,Presidential,"[2020, 2022, 2024]",P,Principal campaign committee,A,2020-11-03,2020-11-03,2020-11-03,2023-06-15,2024 PRESIDENTIAL CAMPAIGN COMMITTEE FOR RAMONA MAYON,,,NON,NON-PARTY,,[],CA,"MAYON, GREG ADAM"
NONE,[],C00877209,S,Senate,[2024],J,Joint fundraising committee,Q,2024-04-25,2024-04-25,2024-04-25,2024-07-08,2024 SENATE IMPACT,,,,,,[],DC,"ZAMORE, JUDITH"
NONE,[],C00875542,S,Senate,[2024],J,Joint fundraising committee,Q,2024-04-08,2024-04-08,2024-06-27,2024-07-15,2024 SENATORS CLASSIC COMMITTEE,,,,,,[],VA,"DAVIS, KEITH A."
NONE,[],C00837435,N,PAC - Nonqualified,[2024],J,Joint fundraising committee,Q,2023-04-10,2023-04-10,2024-07-16,2024-07-16,2024 THUNE REPUBLICAN SENATE VICTORY,,,,,,[],VA,"DAVIS, KEITH A."
NONE,[],C00887471,N,PAC - Nonqualified,[2024],J,Joint fundraising committee,Q,2024-08-27,2024-08-27,2024-08-27,2024-08-27,2024 VOTER MOBILIZATION FUND,,,,,,[],DC,"MADRAS, ANDREW"
NONE,[],C00759449,O,Super PAC (Independent Expenditure-Only),"[2020, 2022]",U,Unauthorized,T,2020-09-24,2020-09-24,2020-09-24,2021-02-10,2034 PAC,,,,,,[],PA,"PERRONE, VICTORIA"
NONE,[],C00634246,N,PAC - Nonqualified,[2018],U,Unauthorized,A,2017-03-02,2017-03-02,2017-05-12,2018-08-14,20 FOR 20 PAC,,,,,,[],MA,"TEHAN, JOHN F"
NONE,[],C00741918,O,Super PAC (Independent Expenditure-Only),"[2020, 2022]",U,Unauthorized,A,2020-03-12,2020-03-12,2020-03-12,2022-11-21,20 FOR 20 VICTORY PAC,,,,,,[],DC,"FOLEY, LJ"
,['P40000267'],C00177881,D,Delegate Committee,[1984],U,Unauthorized,T,1984-02-27,1984-02-27,1984-03-05,1985-02-07,20TH C D DELEGATES FOR MONDALE,,,,,,[],IL,BILL DEMPSEY
NONE,[],C00158741,N,PAC - Nonqualified,"[1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996]",U,Unauthorized,T,1982-07-12,1982-07-12,1996-06-18,1996-08-16,20TH CENTURY POLITICAL ACTION COMMITTEE,M,Membership Organization,,,,[],UT,MARTIN G PETERSON
NONE,[],C00160903,N,PAC - Nonqualified,"[1982, 1984, 1986, 1988]",U,Unauthorized,T,1982-08-23,1982-08-23,1988-03-16,1988-03-16,20TH CENTURY POLITICAL ACTION COMMITTEE,,,,,,[],DC,RAUL ROBERT TAPIA
DISNEY MEDIA & ENTERTAINMENT DISTRIBUTION,['P40011223'],C00834382,X,Party - Nonqualified,[2024],U,Unauthorized,A,2023-03-01,2023-03-01,2023-03-01,2024-05-24,20TH TELEVISION,,,REP,REPUBLICAN PARTY,,[],CA,"WHITELEATHER, SCOTT"
NONE,[],C00667683,O,Super PAC (Independent Expenditure-Only),"[2018, 2020]",U,Unauthorized,T,2018-01-29,2018-01-29,2019-04-15,2020-02-18,20 UP IN '20,,,,,,[],DC,"NEWMYER, A. G. III"
,[],C90020389,I,Independent expenditure filer (not a committee),"[2020, 2022, 2024]",U,Unauthorized,Q,,2020-10-22,,2021-06-09,215 PEOPLE'S ALLIANCE,,,,,,[],PA,
NONE,[],C00147157,N,PAC - Nonqualified,"[1982, 1984]",U,Unauthorized,T,1981-11-25,1981-11-25,1984-01-19,1985-01-04,218 CLUB FOR A REPUBLICAN CONGRESSIONAL MAJORITY; THE,M,Membership Organization,,,,[],CA,FREYA MANEKI
NONE,[],C00230342,N,PAC - Nonqualified,"[1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024]",U,Unauthorized,T,1988-07-28,1988-07-28,2020-09-04,2023-05-19,21 CENTURY DEMOCRATS,,,DEM,DEMOCRATIC PARTY,,[],DC,"COMBS, BILL"
NONE,[],C00873810,X,Party - Nonqualified,[2024],U,Unauthorized,Q,2024-03-20,2024-03-20,2024-03-20,2024-08-02,21ST CENTURY DEMOCRATIC-REPUBLICAN PARTY,,,IND,INDEPENDENT,,[],FL,"EVERIDGE, BENJAMIN JAMES"
NONE,[],C00337261,Q,PAC - Qualified,"[1998, 2000, 2002, 2004, 2006, 2008, 2010]",U,Unauthorized,T,1998-04-08,1998-04-08,2007-09-20,2009-02-11,21ST CENTURY FREEDOM PAC FEDERAL,,,,,,[],VA,"DAVIS, KEITH  "
NONE,[],C00590562,O,Super PAC (Independent Expenditure-Only),"[2016, 2018, 2020]",U,Unauthorized,T,2015-10-26,2015-10-26,2015-10-26,2019-08-06,21ST CENTURY GRANITE LEADERSHIP,,,,,,[],DC,"RITER, JOEL"
NONE,[],C00609784,O,Super PAC (Independent Expenditure-Only),"[2016, 2018, 2020, 2022, 2024]",U,Unauthorized,T,2016-02-22,2016-02-22,2016-04-13,2024-07-19,21ST CENTURY LEADERS,,,,,,[],DC,RODELL MOLLINEAU
NONE,[],C00739904,N,PAC - Nonqualified,"[2020, 2022]",U,Unauthorized,T,2020-02-25,2020-02-25,2020-02-25,2023-01-03,21ST CENTURY LEADERSHIP,,,,,,[],IL,"GALLOWAY, DORIS MS."
NONE,['H8NJ13064'],C00355792,N,PAC - Nonqualified,"[2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024]",U,Unauthorized,Q,2000-03-21,2000-03-21,2022-01-31,2024-07-29,21ST CENTURY LEADERSHIP PAC,,,,,,[],TX,"DE LEON, J.D."
ISAKSON VICTORY COMMITTEE,[],C00361956,Q,PAC - Qualified,"[2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024]",D,Leadership PAC,T,2000-09-20,2000-09-20,2015-09-23,2023-11-07,21ST CENTURY MAJORITY FUND,,,,,['S6GA00119'],"[{'sponsor_candidate_id': 'S6GA00119', 'sponsor_candidate_name': 'ISAKSON, JOHN HARDY'}]",GA,"FRANKLIN, JULIE MS."
NONE,[],C00416412,N,PAC - Nonqualified,"[2006, 2008, 2010]",U,Unauthorized,T,2005-10-17,2005-10-17,2008-01-25,2009-02-06,21ST CENTURY MAJORITY FUND-FEDERAL,,,,,,[],GA,EDWARD TATE
MCKEON,[],C00315747,Q,PAC - Qualified,"[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016]",D,Leadership PAC,T,1996-03-21,1996-03-21,2012-09-16,2015-02-11,21ST CENTURY PAC,,,,,['H2CA25036'],"[{'sponsor_candidate_id': 'H2CA25036', 'sponsor_candidate_name': 'MCKEON, HOWARD P ""BUCK""'}]",VA,"LISKER, LISA"
NONE,[],C00168518,Q,PAC - Qualified,"[1984, 1986, 1988, 1990, 1992, 1994]",U,Unauthorized,A,1983-07-13,1983-07-13,1989-03-06,1993-04-20,21ST CENTURY PAC (FKA 21ST CENTURY INSTITUTE FOR POLITICAL ACTION),M,Membership Organization,,,,[],DC,DONALD M TEMPLE
TEXAS DEMOCRATIC PARTY,[],C00274001,Y,Party - Qualified,"[1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006]",U,Unauthorized,T,1992-08-10,1992-08-10,1997-06-19,2005-09-30,21ST CENTURY POLITICAL ACTION COMMITTEE,,,,,,[],TX,ART BRENDER
NONE,[],C00355602,N,PAC - Nonqualified,[2000],U,Unauthorized,T,2000-03-21,2000-03-21,2000-05-22,2000-08-11,"21ST CENTURY POLITICAL ACTION COMMITTEE (""21C-PAC"")",,,,,,[],NY,MATTHEW F COOPER
,[],C00491027,N,PAC - Nonqualified,"[2010, 2012, 2014, 2016, 2018]",U,Unauthorized,A,2010-11-01,2010-11-01,2010-12-27,2017-04-05,21ST CENTURY PROGRESS PAC,,,,,,[],AR,VINCE CHADICK
,['P40002115'],C00367078,P,Presidential,"[2002, 2004, 2006]",P,Principal campaign committee,A,2001-06-12,2001-06-12,2001-06-12,2006-07-14,21ST CENTURY PROHIBITION PARTY (ROCKY MOUNTAIN HIGH),,,IND,INDEPENDENT,,[],CO,MAJOR TOM
NONE,[],C00328542,N,PAC - Nonqualified,"[1998, 2000]",U,Unauthorized,T,1997-07-11,1997-07-11,1998-10-13,1999-08-16,21ST CENTURY REPUBLICAN FORUM,,,,,,[],VA,PAUL A RUSSO
NONE,[],C00211227,N,PAC - Nonqualified,"[1986, 1988, 1990, 1992, 1994, 1996, 1998]",U,Unauthorized,A,1986-09-25,1986-09-25,1988-07-15,1997-12-19,21ST CENTURY REPUBLICAN FUND,M,Membership Organization,,,,[],VA,JOHN P BOND
BLANK,[],C00359976,N,PAC - Nonqualified,"[2000, 2002, 2004]",U,Unauthorized,A,2000-07-20,2000-07-20,2000-10-05,2004-12-17,21ST CENTURY REPUBLICAN VICTORY FUND,,,,,,[],CA,JAMES HARTMAN
"21ST CENTURY SYSTEMS, INC. (21CSI)",[],C00419044,N,PAC - Nonqualified,"[2006, 2008, 2010]",U,Unauthorized,T,2006-01-26,2006-01-26,2010-04-15,2010-07-30,21ST CENTURY SYSTEMS INC (21CSI) PAC,C,Corporation,,,,[],VA,"JACKSON, LAWRENCE"
,['P40000267'],C00179457,D,Delegate Committee,[1984],U,Unauthorized,T,1984-03-19,1984-03-19,1984-03-19,1985-02-07,21ST CONG 1984 DELEGATES FOR MONDALE,,,,,,[],PA,DOLORES C BROSS
,[],C88001011,D,Delegate Committee,[1980],U,Unauthorized,T,1980-03-06,1980-03-06,1980-03-06,1980-11-20,21ST CONGRESSIONAL DISTRICT KENNEDY DELEGATE COMMITTEE,,,,,,[],IL,DAVE COLVIN
,['H8OH21017'],C00096800,H,House,"[1978, 1980]",P,Principal campaign committee,T,1978-06-05,1978-06-05,1978-08-04,1979-01-23,21ST DISTRICT CONGRESSIONAL COMMITTEE FOR BILL MACK,,,REP,REPUBLICAN PARTY,,[],OH,"ROU M. MACK, TREASURER"
,['P40000267'],C00181719,D,Delegate Committee,"[1984, 1986, 1988, 1990, 1992, 1994]",U,Unauthorized,T,1984-04-13,1984-04-13,1984-04-13,1984-10-15,21ST DISTRICT FRIENDS OF WALTER MONDALE DELEGATES,,,,,,[],NY,STEPHEN J WING
,[],C00520114,N,PAC - Nonqualified,"[2012, 2014, 2016, 2018]",U,Unauthorized,A,2012-04-23,2012-04-23,2012-07-24,2017-05-12,21ST WARD DELEGATE CAMPAIGN COMMITTEE,,,,,,[],PA,DOMINIC V O'BRIEN
,['P40000267'],C00180166,D,Delegate Committee,[1984],U,Unauthorized,T,1984-03-26,1984-03-26,1984-03-26,1985-02-07,22ND CONGRESSIONAL DISTRICT DELEGATE COMMITTEE FOR MONDALE,,,,,,[],PA,DEBBIE O'DELL SENECA
,['P40000267'],C00180570,D,Delegate Committee,"[1984, 1986, 1988, 1990, 1992, 1994]",U,Unauthorized,T,1984-03-30,1984-03-30,1984-03-30,1984-07-13,22ND CONGRESSIONAL DISTRICT DELEGATES FOR MONDALE,,,,,,[],NY,KEVIN THOMPSON
,['P40000267'],C00177840,D,Delegate Committee,[1984],U,Unauthorized,T,1984-02-24,1984-02-24,1984-02-24,1985-02-07,22ND CONGRESSIONAL DISTRICT DELEGATES FOR MONDALE,,,,,,[],IL,PATRICK C BRUMLEVE
,['P40000267'],C00180588,D,Delegate Committee,"[1984, 1986, 1988, 1990, 1992, 1994, 1996]",U,Unauthorized,A,1984-03-29,1984-03-29,1984-03-29,1995-03-21,23RD CONGRESSIONAL DEMOCRATIC COMMITTEE DELEGATES FOR WALTER F MONDALE,,,,,,[],NY,RUBEN S GERSOWITZ
,['P40000267'],C00181958,D,Delegate Committee,[1984],U,Unauthorized,T,1984-04-16,1984-04-16,1984-04-16,1985-02-07,23RD DISTRICT DELEGATES FOR MONDALE,,,,,,[],PA,EVELYN E MCLAUGHLIN
,['P40000267'],C00181743,D,Delegate Committee,[1984],U,Unauthorized,T,1984-04-13,1984-04-13,1984-04-13,1985-02-07,23RD DISTRICT MONDALE DELEGATE COMMITTEE,,,,,,[],TX,MILLIE BRUNER
,[],C00220806,U,Single Candidate Independent Expenditure,[1988],U,Unauthorized,T,1988-01-11,1988-01-11,1988-01-11,1988-07-18,24TH CONGRESSIONAL DISTRICT DELEGATES FOR GEORGE BUSH,,,,,,[],NY,ROGER WILLIAMS
NONE,[],C00656660,V,Hybrid PAC (with Non-Contribution Account) - Nonqualified,[2018],U,Unauthorized,A,2017-10-01,2017-10-01,2017-10-06,2018-10-17,25 TH AMENDMENT,,,,,,[],MD,"GARTNER, JOHN DR"
NONE,[],C00633412,V,Hybrid PAC (with Non-Contribution Account) - Nonqualified,[2018],U,Unauthorized,T,2017-02-17,2017-02-17,2017-02-17,2017-05-19,25 UNITED FOR PROGRESS 25 UP,,,,,,[],CA,"ZOVAK, GRETCHEN"
NONE,[],C00233759,N,PAC - Nonqualified,"[1988, 1990, 1992, 1994, 1996, 1998]",U,Unauthorized,A,1988-10-24,1988-10-24,1988-10-24,1997-03-19,26TH ASSEMBLY DISTRICT COMMITTEE,,,,,,[],CA,DANIEL J NUTLEY
,['P40000267'],C00181735,D,Delegate Committee,"[1984, 1986, 1988, 1990, 1992, 1994, 1996]",U,Unauthorized,A,1984-04-13,1984-04-13,1984-04-13,1995-03-21,26TH DISTRICT MONDALE DELEGATE COMMITTEE,,,,,,[],TX,FRANK HERRERA
NONE,[],C00867267,O,Super PAC (Independent Expenditure-Only),[2024],U,Unauthorized,Q,2024-01-26,2024-01-26,2024-01-26,2024-08-02,270 SUPER PAC,,,,,,[],AR,"ROBINSON, DEBORAH"
,['P40000267'],C00181586,D,Delegate Committee,"[1984, 1986, 1988, 1990, 1992, 1994, 1996]",U,Unauthorized,A,1984-04-11,1984-04-11,1984-04-11,1995-03-21,27TH CONGRESSIONAL DISTRICT DELEGATES FOR MONDALE,,,,,,[],NY,JOHN E MCAULIFFE
NONE,[],C00343756,N,PAC - Nonqualified,"[2000, 2002]",U,Unauthorized,T,1999-03-15,1999-03-15,2000-06-09,2001-03-02,27TH CONGRESSIONAL DISTRICT DEMOCRATIC CLUB,,,,,,[],CA,ELIZABETH T PIERSON
NONE,[],C00859652,O,Super PAC (Independent Expenditure-Only),[2024],U,Unauthorized,Q,2023-12-08,2023-12-08,2023-12-08,2024-08-02,28TH AMENDMENT PAC,,,,,,[],NJ,"MCGILL, WILLIAM FRANKLIN SR"
,[],C00496604,N,PAC - Nonqualified,"[2012, 2014, 2016, 2018]",U,Unauthorized,A,2011-05-20,2011-05-20,2016-10-06,2017-04-05,28TH AMENDMENT THEMISTOCLES; THE,C,Corporation,,,,[],WA,MARSHALL GREGORY THOMAS
,['P40000267'],C00181297,D,Delegate Committee,[1984],U,Unauthorized,T,1984-04-06,1984-04-06,1984-04-06,1985-02-07,28TH CONGRESSIONAL DISTRICT DELEGATES FOR MONDALE COMM,,,,,,[],NY,EVELYN L ROCKAS
NONE,[],C00739078,N,PAC - Nonqualified,"[2020, 2022]",U,Unauthorized,A,2020-02-17,2020-02-17,2020-02-17,2021-07-02,2A-ALLIANCE,,,,,,[],OR,"EVELETH, ERIC"
NONE,[],C00878744,N,PAC - Nonqualified,[2024],J,Joint fundraising committee,Q,2024-05-13,2024-05-13,2024-05-13,2024-07-02,2A DEFENSE FUND,,,,,,[],GA,"KILGORE, PAUL"
